"Id","SalePrice"
1461,128301.589069658
1462,162397.150084923
1463,155260.800346821
1464,195279.290702074
1465,217849.254023523
1466,174543.509905398
1467,165711.008732863
1468,176198.002571184
1469,197597.028971781
1470,109756.58026018
1471,219894.919408296
1472,111393.487989345
1473,98839.615341972
1474,158914.07201947
1475,165609.81107215
1476,362507.217817681
1477,236568.909116587
1478,345754.26372317
1479,314807.674896295
1480,410120.079117797
1481,258180.50974171
1482,244109.690434536
1483,189068.656841514
1484,194518.933775138
1485,227625.382941877
1486,227819.203994537
1487,283988.942417735
1488,242151.878906541
1489,210234.539767646
1490,193577.610961402
1491,202533.504476048
1492,105394.374442221
1493,192073.486179598
1494,256522.278250928
1495,238822.216372327
1496,210731.888714393
1497,187203.890012983
1498,186889.448802514
1499,186226.922744254
1500,163292.203295411
1501,158120.89824917
1502,186507.393768578
1503,291763.510107859
1504,252508.486867553
1505,217887.107142293
1506,160110.672094131
1507,188293.653932647
1508,183888.554818023
1509,147649.362362209
1510,141457.362021182
1511,137773.878075617
1512,136175.558889395
1513,149338.318450255
1514,118114.627831196
1515,154524.48094418
1516,149840.184005595
1517,178125.878387528
1518,120194.067295557
1519,196833.627246252
1520,129983.161128647
1521,132122.816065789
1522,166042.033825805
1523,108704.443561668
1524,116619.685087755
1525,126172.880486986
1526,123871.162468016
1527,110879.9315034
1528,120872.879750997
1529,138819.652653807
1530,163551.88295777
1531,113947.028930913
1532,97350.3524396744
1533,125994.761366142
1534,131782.757983872
1535,128220.961264986
1536,98234.1422370674
1537,62730.1804860738
1538,200019.883515537
1539,204028.431914547
1540,60405.8069316084
1541,123883.828613215
1542,117405.037408907
1543,166397.958616364
1544,92449.7934363653
1545,122298.100853441
1546,145365.188558783
1547,131296.603948009
1548,119306.706231652
1549,107005.09496081
1550,109049.733093833
1551,109109.237232215
1552,100404.562161815
1553,131960.688734769
1554,125037.98564986
1555,162034.655242209
1556,98448.7814871758
1557,95217.2330002228
1558,129819.490647214
1559,58561.802977497
1560,116425.808245726
1561,82427.7407584976
1562,142252.661766859
1563,128041.966641611
1564,151960.155188781
1565,151247.153808559
1566,226410.21164872
1567,92780.1947970644
1568,199085.331278415
1569,100406.630099866
1570,170358.594964193
1571,107907.883135776
1572,120810.66116304
1573,250157.85704344
1574,117955.312147031
1575,254154.293379064
1576,228408.906512651
1577,199443.541646981
1578,156189.477001334
1579,130871.364289947
1580,203219.105558547
1581,159766.328586171
1582,117841.954659677
1583,263525.818717564
1584,214410.850794904
1585,146183.273069355
1586,82770.687019904
1587,124561.103467632
1588,131262.706111208
1589,99038.8451229536
1590,152475.048251707
1591,91589.9499330597
1592,106479.69202573
1593,143229.969308377
1594,92697.2790111396
1595,119929.516022307
1596,200386.843420517
1597,130914.17675539
1598,215960.770207508
1599,191530.874772741
1600,189533.124437101
1601,66909.7995621444
1602,108993.486196304
1603,64705.8945961775
1604,209750.001074958
1605,247041.432287088
1606,171236.861155865
1607,162352.017890718
1608,226847.227894104
1609,199641.421741114
1610,143194.240331773
1611,147837.74393548
1612,151707.970461256
1613,157570.110091485
1614,125492.437931966
1615,90866.9419686798
1616,82877.5632075478
1617,97179.0305617172
1618,131804.549062751
1619,140892.193995078
1620,119352.870915243
1621,128297.862623312
1622,126383.780565394
1623,273535.518293786
1624,211528.250859038
1625,144812.897214837
1626,166043.547231636
1627,181016.919176101
1628,263347.737385385
1629,196696.515234797
1630,255407.32328321
1631,213890.544066669
1632,231623.371911119
1633,205386.191974009
1634,177082.594104938
1635,180479.029436181
1636,179688.047434811
1637,165961.10986669
1638,208369.299321997
1639,176117.26263692
1640,220542.719278214
1641,166501.407242277
1642,236790.945483674
1643,243303.385175565
1644,237417.183999215
1645,169682.477883692
1646,171960.365075575
1647,178917.997828985
1648,128164.139846416
1649,143386.495791072
1650,108126.874225478
1651,112963.852856414
1652,112045.773447401
1653,115173.934752606
1654,143773.249027463
1655,169311.640503925
1656,149401.550076587
1657,144072.166880359
1658,151683.708406355
1659,159379.163889142
1660,178358.526558563
1661,470232.479579505
1662,331709.922374754
1663,366591.554450909
1664,613768.02413867
1665,349381.34345419
1666,302248.737802282
1667,338620.834048816
1668,363462.329265423
1669,322903.171931217
1670,367087.333484817
1671,250161.439151496
1672,343240.82831563
1673,265236.207632374
1674,248367.915985094
1675,191229.270156778
1676,191324.545143278
1677,219260.311730374
1678,464641.486422142
1679,302769.284961152
1680,359906.535880686
1681,338663.734131984
